"","doi","ps","reporting","p_value"
"1500","10.1016/j.jas.2016.11.008","p = 0.55) ","exact",0.55
"1501","10.1016/j.jas.2016.11.008","p = 0.30).","exact",0.3
"1502","10.1016/j.jas.2016.11.008","p = 0.97) ","exact",0.97
"1503","10.1016/j.jas.2016.11.008","p = 0.99, ","exact",0.99
"1504","10.1016/j.jas.2016.11.008","p = 1.00, ","exact",1
"1505","10.1016/j.jas.2016.11.008","p = 0.97, ","exact",0.97
"1506","10.1016/j.jas.2016.11.008","p = 1.00, ","exact",1
"1507","10.1016/j.jas.2016.11.008","p < 0.0001","inequ",5e-05
"1508","10.1016/j.jas.2016.11.008","p = 0.65, ","exact",0.65
"1509","10.1016/j.jas.2016.11.008","p = 0.21, ","exact",0.21
"1510","10.1016/j.jas.2016.11.008","p = 0.96, ","exact",0.96
"1511","10.1016/j.jas.2016.11.008","p = 0.99, ","exact",0.99
"1512","10.1016/j.jas.2016.11.008","p = 1.00, ","exact",1
"1513","10.1016/j.jas.2016.11.008","p = 0.99, ","exact",0.99
"1514","10.1016/j.jas.2016.11.008","p = 0.99, ","exact",0.99
"1515","10.1016/j.jas.2016.06.003","p = 15.6–1","exact",15.6
"1516","10.1016/j.jas.2016.06.003","p = 17.1–1","exact",17.1
"1517","10.1016/j.jas.2016.06.003","p = 16.1–1","exact",16.1
"1518","10.1016/j.jas.2016.06.003","p = 0.64%;","exact",0.64
"1519","10.1016/j.jas.2016.06.003","p = 3.72–3","exact",3.72
"1520","10.1016/j.jas.2016.10.010","p = 0.06),","exact",0.06
"1521","10.1016/j.jas.2016.10.002","p < 0.001)","inequ",5e-04
"1522","10.1016/j.jas.2016.10.002","p = 0.725)","exact",0.725
"1523","10.1016/j.jas.2016.10.002","p = 0.910)","exact",0.91
"1524","10.1016/j.jas.2016.10.002","p = 0.376)","exact",0.376
"1525","10.1016/j.jas.2016.10.002","p = 0.162)","exact",0.162
"1526","10.1016/j.jas.2016.10.002","p = 0.053)","exact",0.053
"1527","10.1016/j.jas.2016.10.002","p = 0.126)","exact",0.126
"1528","10.1016/j.jas.2016.10.002","p < 0.001)","inequ",5e-04
"1529","10.1016/j.jas.2016.10.002","p = 0.963)","exact",0.963
"1530","10.1016/j.jas.2016.10.002","p = 0.459)","exact",0.459
"1531","10.1016/j.jas.2016.10.002","p = 0.05/3","exact",0.05
"1532","10.1016/j.jas.2016.10.002","p = 0.005)","exact",0.005
"1533","10.1016/j.jas.2016.10.002","p < 0.001)","inequ",5e-04
"1534","10.1016/j.jas.2016.10.002","p = 0.817)","exact",0.817
"1535","10.1016/j.jas.2016.10.005","p = 80, ma","exact",80
"1536","10.1016/j.jas.2016.10.005","p = 90, ma","exact",90
"1537","10.1016/j.jas.2016.10.005","p = 70, ma","exact",70
"1538","10.1016/j.jas.2016.10.004","p < 1 wt% ","inequ",1
"1539","10.1016/j.jas.2016.09.008","p = 97%) (","exact",97
"1540","10.1016/j.jas.2016.09.008","p = 92%) s","exact",92
"1541","10.1016/j.jas.2016.09.005","p > po, sl","inequ",NA
"1542","10.1016/j.jas.2016.09.005","p > py ≫ p","inequ",NA
"1543","10.1016/j.jas.2016.09.005","p > py ≫ p","inequ",NA
"1544","10.1016/j.jas.2016.09.005","p > py ≫ p","inequ",NA
"1545","10.1016/j.jas.2016.09.005","p > py ≫ b","inequ",NA
"1546","10.1016/j.jas.2016.09.005","p > py ≫ b","inequ",NA
"1547","10.1016/j.jas.2016.09.005","p > sl 17.","inequ",17
"1548","10.1016/j.jas.2016.09.005","p > sl 17.","inequ",17
"1549","10.1016/j.jas.2016.09.005","p > sl (tr","inequ",NA
"1550","10.1016/j.jas.2016.08.010","p < 0.05) ","inequ",0.025
"1551","10.1016/j.jas.2016.08.010","p > 0.05);","inequ",0.05
"1552","10.1016/j.jas.2016.09.002","p < 0.001)","inequ",5e-04
"1553","10.1016/j.jas.2016.09.002","p = 0.25),","exact",0.25
"1554","10.1016/j.jas.2016.09.002","p = 0.34; ","exact",0.34
"1555","10.1016/j.jas.2016.09.002","p = 0.75).","exact",0.75
"1556","10.1016/j.jas.2016.09.002","p < 0.001)","inequ",5e-04
"1557","10.1016/j.jas.2016.09.002","p < 0.001)","inequ",5e-04
"1558","10.1016/j.jas.2016.09.002","p < 0.001;","inequ",5e-04
"1559","10.1016/j.jas.2016.09.002","p < 0.001)","inequ",5e-04
"1560","10.1016/j.jas.2016.09.002","p < 0.001;","inequ",5e-04
"1561","10.1016/j.jas.2016.09.002","p < 0.001)","inequ",5e-04
"1562","10.1016/j.jas.2016.09.002","p < 0.001)","inequ",5e-04
"1563","10.1016/j.jas.2016.09.002","p < 0.001)","inequ",5e-04
"1564","10.1016/j.jas.2016.08.003","p > 0.05 f","inequ",0.05
"1565","10.1016/j.jas.2016.07.012","p < .05). ","inequ",0.05
"1566","10.1016/j.jas.2016.07.012","p > 0.2; s","inequ",0.2
"1567","10.1016/j.jas.2016.07.012","p = 0.303 ","exact",0.303
"1568","10.1016/j.jas.2016.07.012","p > 0.2; s","inequ",0.2
"1569","10.1016/j.jas.2016.07.012","p = 0.668 ","exact",0.668
"1570","10.1016/j.jas.2016.07.012","p = 0.069;","exact",0.069
"1571","10.1016/j.jas.2016.07.012","p = 0.205 ","exact",0.205
"1572","10.1016/j.jas.2016.07.012","p > 0.2; s","inequ",0.2
"1573","10.1016/j.jas.2016.07.012","p = 0.866 ","exact",0.866
"1574","10.1016/j.jas.2016.07.012","p = .006).","exact",0.006
"1575","10.1016/j.jas.2016.07.012","p = .515).","exact",0.515
"1576","10.1016/j.jas.2016.07.012","p = .000).","exact",0
"1577","10.1016/j.jas.2016.07.012","p = .579).","exact",0.579
"1578","10.1016/j.jas.2016.07.012","p > 0.2; s","inequ",0.2
"1579","10.1016/j.jas.2016.07.012","p = 0.730 ","exact",0.73
"1580","10.1016/j.jas.2016.07.012","p > 0.2; s","inequ",0.2
"1581","10.1016/j.jas.2016.07.012","p = 0.475 ","exact",0.475
"1582","10.1016/j.jas.2016.07.012","p > 0.2; s","inequ",0.2
"1583","10.1016/j.jas.2016.07.012","p = 0.421 ","exact",0.421
"1584","10.1016/j.jas.2016.07.012","p > 0.2; s","inequ",0.2
"1585","10.1016/j.jas.2016.07.012","p = 0.421 ","exact",0.421
"1586","10.1016/j.jas.2016.07.012","p > 0.2; s","inequ",0.2
"1587","10.1016/j.jas.2016.07.012","p = 0.683 ","exact",0.683
"1588","10.1016/j.jas.2016.07.012","p = 0.144;","exact",0.144
"1589","10.1016/j.jas.2016.07.012","p = 0.549 ","exact",0.549
"1590","10.1016/j.jas.2016.07.012","p < 0.000)","inequ",0
"1591","10.1016/j.jas.2016.07.012","p < 0.000 ","inequ",0
"1592","10.1016/j.jas.2016.08.001","p = 0.0486","exact",0.0486
"1593","10.1016/j.jas.2016.07.003","p = 0.03 ±","exact",0.03
"1594","10.1016/j.jas.2016.07.003","p = 0.59 ±","exact",0.59
"1595","10.1016/j.jas.2016.07.006","p < 0.0001","inequ",5e-05
"1596","10.1016/j.jas.2016.07.006","p < 0.0001","inequ",5e-05
"1597","10.1016/j.jas.2016.07.006","p = 0.0043","exact",0.0043
"1598","10.1016/j.jas.2016.07.006","p < 0.0001","inequ",5e-05
"1599","10.1016/j.jas.2016.07.006","p < 0.001)","inequ",5e-04
"1600","10.1016/j.jas.2016.07.006","p < 0.001)","inequ",5e-04
"1601","10.1016/j.jas.2016.07.006","p < 0.001;","inequ",5e-04
"1602","10.1016/j.jas.2016.07.006","p < 0.001)","inequ",5e-04
"1603","10.1016/j.jas.2016.07.005","p = 0.65. ","exact",0.65
"1604","10.1016/j.jas.2016.07.005","p > p 0 , ","inequ",0
"1605","10.1016/j.jas.2016.06.007","p < 0.05).","inequ",0.025
"1606","10.1016/j.jas.2016.06.007","p = 0.01 b","exact",0.01
"1607","10.1016/j.jas.2016.06.007","p < 0.01 a","inequ",0.005
"1608","10.1016/j.jas.2016.06.007","p = 0.82 t","exact",0.82
"1609","10.1016/j.jas.2016.06.007","p < 0.0001","inequ",5e-05
"1610","10.1016/j.jas.2016.06.007","p < 0.001 ","inequ",5e-04
"1611","10.1016/j.jas.2016.06.007","p < 0.001 ","inequ",5e-04
"1612","10.1016/j.jas.2016.06.007","p = 0.80 t","exact",0.8
"1613","10.1016/j.jas.2016.06.007","p < 0.0001","inequ",5e-05
"1614","10.1016/j.jas.2016.06.007","p = 0.11 e","exact",1e-05
"1615","10.1016/j.jas.2016.06.007","p < 0.001 ","inequ",5e-04
"1616","10.1016/j.jas.2016.06.007","p = 0.24 t","exact",0.24
"1617","10.1016/j.jas.2016.06.007","p < 0.0001","inequ",5e-05
"1618","10.1016/j.jas.2016.06.007","p < 0.001 ","inequ",5e-04
"1619","10.1016/j.jas.2016.06.007","p < 0.001 ","inequ",5e-04
"1620","10.1016/j.jas.2016.06.007","p = 0.14 t","exact",0.14
"1621","10.1016/j.jas.2016.06.007","p < 0.0001","inequ",5e-05
"1622","10.1016/j.jas.2016.06.007","p = 0.41 3","exact",0.41
"1623","10.1016/j.jas.2016.06.007","p = 0.22 0","exact",0.22
"1624","10.1016/j.jas.2016.06.007","p = 0.74 1","exact",0.74
"1625","10.1016/j.jas.2016.06.007","p = 0.45 t","exact",0.45
"1626","10.1016/j.jas.2016.06.007","p < 0.01) ","inequ",0.005
"1627","10.1016/j.jas.2016.06.001","p < 0.001)","inequ",5e-04
"1628","10.1016/j.jas.2016.06.001","p = 0.35))","exact",0.35
"1629","10.1016/j.jas.2016.06.001","p = 0.57))","exact",0.57
"1630","10.1016/j.jas.2016.06.001","p = 0.53))","exact",0.53
"1631","10.1016/j.jas.2016.06.001","p = 0.36))","exact",0.36
"1632","10.1016/j.jas.2016.06.001","p = 0.26))","exact",0.26
"1633","10.1016/j.jas.2016.06.001","p = 0.21))","exact",0.21
"1634","10.1016/j.jas.2016.06.001","p = 0.26))","exact",0.26
"1635","10.1016/j.jas.2016.06.001","p = 0.61))","exact",0.61
"1636","10.1016/j.jas.2016.06.001","p < 0.001)","inequ",5e-04
"1637","10.1016/j.jas.2016.06.001","p = 0.03))","exact",0.03
"1638","10.1016/j.jas.2016.05.008","p = palega","exact",1e-05
"1639","10.1016/j.jas.2016.05.008","p = çayonü","exact",NA
"1640","10.1016/j.jas.2016.05.008","p = teleil","exact",1e-05
"1641","10.1016/j.jas.2016.05.008","p < 0.001)","inequ",5e-04
"1642","10.1016/j.jas.2016.05.008","p < 0.001)","inequ",5e-04
"1643","10.1016/j.jas.2016.05.008","p = 70.8 m","exact",70.8
"1644","10.1016/j.jas.2016.05.008","p = 65.4 m","exact",65.4
"1645","10.1016/j.jas.2016.05.012","p= sbc /k","exact",NA
"1646","10.1016/j.jas.2016.05.012","p = 0.66 (","exact",0.66
"1647","10.1016/j.jas.2016.05.012","p = 0 (tab","exact",0
"1648","10.1016/j.jas.2016.05.012","p = 0.01. ","exact",0.01
"1649","10.1016/j.jas.2016.04.023","p = (p1,p2","exact",1
"1650","10.1016/j.jas.2016.04.023","p = [ 1 1 ","exact",1
"1651","10.1016/j.jas.2016.04.019","p < 0.01; ","inequ",0.005
"1652","10.1016/j.jas.2016.04.019","p < 0.01; ","inequ",0.005
"1653","10.1016/j.jas.2016.04.019","p < 0.01; ","inequ",0.005
"1654","10.1016/j.jas.2016.04.019","p < 0.01; ","inequ",0.005
"1655","10.1016/j.jas.2016.04.006","p> 100) i","inequ",100
"1656","10.1016/j.jas.2016.03.007","p = 0.0005","exact",5e-04
"1657","10.1016/j.jas.2016.04.013","p = 0.447)","exact",0.447
"1658","10.1016/j.jas.2016.04.013","p = 0.023)","exact",0.023
"1659","10.1016/j.jas.2016.04.013","p = 0.029)","exact",0.029
"1660","10.1016/j.jas.2016.04.004","p = 0.3 wi","exact",0.3
"1661","10.1016/j.jas.2016.04.011","p = tp / (","exact",NA
"1662","10.1016/j.jas.2016.02.006","p < 0,07; ","inequ",7
"1663","10.1016/j.jas.2016.02.006","p < 0,05; ","inequ",0.025
"1664","10.1016/j.jas.2015.06.014","p = presen","exact",1e-05
"1665","10.1016/j.jas.2016.02.001","p < 0.01):","inequ",0.005
"1666","10.1016/j.jas.2016.02.001","p = 0.006 ","exact",0.006
"1667","10.1016/j.jas.2016.02.001","p = 0.989 ","exact",0.989
"1668","10.1016/j.jas.2016.02.001","p < 0.001 ","inequ",5e-04
"1669","10.1016/j.jas.2016.02.001","p = 0.280 ","exact",0.28
"1670","10.1016/j.jas.2016.02.001","p = 0.777 ","exact",0.777
"1671","10.1016/j.jas.2016.02.001","p < 0.001 ","inequ",5e-04
"1672","10.1016/j.jas.2016.02.001","p < 0.01) ","inequ",0.005
"1673","10.1016/j.jas.2016.01.010","p = 0.090)","exact",0.09
"1674","10.1016/j.jas.2016.01.010","p = 0.006)","exact",0.006
"1675","10.1016/j.jas.2016.01.006","p = phenan","exact",1e-05
"1676","10.1016/j.jas.2016.01.006","p = benzo[","exact",1e-05
"1677","10.1016/j.jas.2016.01.006","p = benzo[","exact",1e-05
"1678","10.1016/j.jas.2016.01.006","p = indeno","exact",1e-05
"1679","10.1016/j.jas.2016.01.006","p = benzo[","exact",1e-05
"1680","10.1016/j.jas.2016.01.006","p = sum of","exact",NA
"1681","10.1016/j.jas.2016.01.006","p = phenan","exact",1e-05
"1682","10.1016/j.jas.2016.01.006","p = indeno","exact",1e-05
"1683","10.1016/j.jas.2016.01.006","p = benzo[","exact",1e-05
"1684","10.1016/j.jas.2016.01.004","p = premol","exact",1e-05
"1685","10.1016/j.jas.2016.01.003","p < 0.05 a","inequ",0.025
"1686","10.1016/j.jas.2016.01.007","p = 0.844,","exact",0.844
"1687","10.1016/j.jas.2016.01.007","p = 0.116,","exact",0.116
"1688","10.1016/j.jas.2016.01.007","p = 0.029)","exact",0.029
"1689","10.1016/j.jas.2016.01.007","p = 0.087)","exact",0.087
"1690","10.1016/j.jas.2016.01.007","p = 0.017)","exact",0.017
"1691","10.1016/j.jas.2016.01.007","p = 0.011)","exact",0.011
"1692","10.1016/j.jas.2016.01.005","p = 2.085e","exact",1e-05
"1693","10.1016/j.jas.2016.01.005","p = 0.85).","exact",0.85
"1694","10.1016/j.jas.2016.01.005","p = 1.9e−0","exact",1e-05
"1695","10.1016/j.jas.2016.01.005","p = 1.9e−0","exact",1e-05
"1696","10.1016/j.jas.2016.01.005","p = 0.007;","exact",0.007
"1697","10.1016/j.jas.2016.01.005","p = 1.7e−0","exact",1e-05
"1698","10.1016/j.jas.2016.01.005","p = 1.897e","exact",1e-05
"1699","10.1016/j.jas.2015.12.002","p = .903; ","exact",0.903
"1700","10.1016/j.jas.2015.12.002","p = .851).","exact",0.851
"1701","10.1016/j.jas.2015.12.002","p < .001; ","inequ",0.001
"1702","10.1016/j.jas.2015.12.002","p = .005).","exact",0.005
"1703","10.1016/j.jas.2015.12.002","p < .003),","inequ",0.003
"1704","10.1016/j.jas.2015.12.002","p = .003);","exact",0.003
"1705","10.1016/j.jas.2015.12.002","p < .001; ","inequ",0.001
"1706","10.1016/j.jas.2015.12.002","p < .001).","inequ",0.001
"1707","10.1016/j.jas.2015.12.002","p < .001 f","inequ",0.001
"1708","10.1016/j.jas.2015.12.002","p = .05). ","exact",0.05
"1709","10.1016/j.jas.2015.12.002","p = .007).","exact",0.007
"1710","10.1016/j.jas.2015.11.003","p = 0.0004","exact",4e-04
"1711","10.1016/j.jas.2015.11.003","p = 0.999)","exact",0.999
"1712","10.1016/j.jas.2015.11.005","p = 995) o","exact",995
"1713","10.1016/j.jas.2015.10.012","p = 0.191 ","exact",0.191
"1714","10.1016/j.jas.2015.10.012","p = 0.263 ","exact",0.263
"1715","10.1016/j.jas.2015.10.012","p = 0.005)","exact",0.005
"1716","10.1016/j.jas.2015.10.012","p = 0.005 ","exact",0.005
"1717","10.1016/j.jas.2015.10.012","p = 0.005 ","exact",0.005
"1718","10.1016/j.jas.2015.10.012","p = 0.317 ","exact",0.317
"1719","10.1016/j.jas.2015.10.012","p = 0.285 ","exact",0.285
"1720","10.1016/j.jas.2015.10.012","p = 0.001 ","exact",0.001
"1721","10.1016/j.jas.2015.10.012","p = 0.002 ","exact",0.002
"1722","10.1016/j.jas.2015.10.012","p = 0.819)","exact",0.819
"1723","10.1016/j.jas.2015.10.012","p = 0.496)","exact",0.496
"1724","10.1016/j.jas.2015.10.011","p = .9645)","exact",0.9645
"1725","10.1016/j.jas.2015.11.001","p < 0.001)","inequ",5e-04
"1726","10.1016/j.jas.2015.11.001","p < 0.001)","inequ",5e-04
"1727","10.1016/j.jas.2015.11.001","p < 0.05) ","inequ",0.025
"1728","10.1016/j.jas.2015.11.001","p < 0.05),","inequ",0.025
"1729","10.1016/j.jas.2015.11.001","p < 0.05) ","inequ",0.025
"1730","10.1016/j.jas.2015.11.001","p < 0.05).","inequ",0.025
"1731","10.1016/j.jas.2015.11.001","p < 0.05),","inequ",0.025
"1732","10.1016/j.jas.2015.11.001","p < 0.05),","inequ",0.025
"1733","10.1016/j.jas.2015.11.001","p < 0.05).","inequ",0.025
"1734","10.1016/j.jas.2015.11.001","p < 0.005)","inequ",0.005
"1735","10.1016/j.jas.2015.11.001","p < 0.005)","inequ",0.005
"1736","10.1016/j.jas.2015.11.001","p < 0.05).","inequ",0.025
"1737","10.1016/j.jas.2015.11.001","p < 0.01) ","inequ",0.005
"1738","10.1016/j.jas.2015.11.001","p < 0.0001","inequ",5e-05
"1739","10.1016/j.jas.2015.11.001","p < 0.005)","inequ",0.005
"1740","10.1016/j.jas.2015.10.013","p < 0.01 –","inequ",0.005
"1741","10.1016/j.jas.2015.10.013","p < 0.001)","inequ",5e-04
"1742","10.1016/j.jas.2015.10.013","p > 0.05) ","inequ",0.05
"1743","10.1016/j.jas.2015.10.013","p = 0.02) ","exact",0.02
"1744","10.1016/j.jas.2015.10.013","p < 0.5) t","inequ",0.5
"1745","10.1016/j.jas.2015.10.013","p < 0.0001","inequ",5e-05
"1746","10.1016/j.jas.2015.10.002","p = 0.684 ","exact",0.684
"1747","10.1016/j.jas.2015.10.002","p < 0.001)","inequ",5e-04
"1748","10.1016/j.jas.2015.10.002","p < 0.05).","inequ",0.025
"1749","10.1016/j.jas.2015.10.002","p < 0.05; ","inequ",0.025
"1750","10.1016/j.jas.2015.10.002","p > 0.05).","inequ",0.05
"1751","10.1016/j.jas.2015.10.002","p < 0.01).","inequ",0.005
"1752","10.1016/j.jas.2015.10.007","p < 0.01) ","inequ",0.005
"1753","10.1016/j.jas.2015.10.007","p < 0.01).","inequ",0.005
"1754","10.1016/j.jas.2015.10.007","p < 0.01) ","inequ",0.005
"1755","10.1016/j.jas.2015.10.007","p < 0.01).","inequ",0.005
"1756","10.1016/j.jas.2015.10.004","p = 3 or 4","exact",3
"1757","10.1016/j.jas.2015.09.007","p = pig, m","exact",NA
"1758","10.1016/j.jas.2015.05.012","p = 0.0060","exact",0.006
"1759","10.1016/j.jas.2015.05.012","p = 6.0 × ","exact",6
"1760","10.1016/j.jas.2015.08.020","p < .01. p","inequ",0.01
"1761","10.1016/j.jas.2015.08.020","p < .01) o","inequ",0.01
"1762","10.1016/j.jas.2015.08.020","p < .001) ","inequ",0.001
"1763","10.1016/j.jas.2015.08.020","p < .01). ","inequ",0.01
"1764","10.1016/j.jas.2015.08.020","p < .01). ","inequ",0.01
"1765","10.1016/j.jas.2015.08.020","p < .01 wi","inequ",0.01
"1766","10.1016/j.jas.2015.08.020","p < .01, w","inequ",0.01
"1767","10.1016/j.jas.2015.08.001","p < 0.005)","inequ",0.005
"1768","10.1016/j.jas.2015.08.001","p < 0.005;","inequ",0.005
"1769","10.1016/j.jas.2015.08.001","p < 0.005)","inequ",0.005
"1770","10.1016/j.jas.2015.08.002","p > 0.01) ","inequ",0.01
"1771","10.1016/j.jas.2015.07.009","p = 0.026)","exact",0.026
"1772","10.1016/j.jas.2015.07.009","p = 0.537 ","exact",0.537
"1773","10.1016/j.jas.2015.07.009","p = 0.009 ","exact",0.009
"1774","10.1016/j.jas.2015.07.009","p = 0.536 ","exact",0.536
"1775","10.1016/j.jas.2015.07.009","p = 1.0 fo","exact",1
"1776","10.1016/j.jas.2015.07.009","p = 0.667 ","exact",0.667
"1777","10.1016/j.jas.2015.07.009","p = 1.83 f","exact",1.83
"1778","10.1016/j.jas.2015.07.009","p = 0.002 ","exact",0.002
"1779","10.1016/j.jas.2015.07.009","p = 0.005 ","exact",0.005
"1780","10.1016/j.jas.2015.08.005","p = 0.302;","exact",0.302
"1781","10.1016/j.jas.2015.08.005","p = 0.185)","exact",0.185
"1782","10.1016/j.jas.2015.08.009","p = f d s ","exact",NA
"1783","10.1016/j.jas.2015.06.016","p = 0.0003","exact",3e-04
"1784","10.1016/j.jas.2015.06.008","p = 33.7, ","exact",33.7
"1785","10.1016/j.jas.2015.06.008","p = 12.7),","exact",12.7
"1786","10.1016/j.jas.2015.06.008","p = 12.4),","exact",12.4
"1787","10.1016/j.jas.2015.06.008","p = 10.7),","exact",10.7
"1788","10.1016/j.jas.2015.06.008","p = 7.8), ","exact",7.8
"1789","10.1016/j.jas.2015.06.008","p = 7.2), ","exact",7.2
"1790","10.1016/j.jas.2015.06.008","p = 4.1), ","exact",4.1
"1791","10.1016/j.jas.2015.06.008","p = 3.2, m","exact",3.2
"1792","10.1016/j.jas.2015.06.008","p < 1.5) a","inequ",1.5
"1793","10.1016/j.jas.2015.06.008","p = 56) de","exact",1e-05
"1794","10.1016/j.jas.2015.06.008","p = 24.5) ","exact",24.5
"1795","10.1016/j.jas.2015.06.008","p = 12). o","exact",12
"1796","10.1016/j.jas.2015.06.008","p < 2.5) a","inequ",2.5
"1797","10.1016/j.jas.2015.06.008","p = 5.9). ","exact",5.9
"1798","10.1016/j.jas.2015.06.008","p = 911) o","exact",911
"1799","10.1016/j.jas.2015.03.022","p = 0.002)","exact",0.002
"1800","10.1016/j.jas.2015.03.022","p = 0.01).","exact",0.01
"1801","10.1016/j.jas.2015.03.022","p = 0.002)","exact",0.002
"1802","10.1016/j.jas.2015.03.022","p = 0.001)","exact",0.001
"1803","10.1016/j.jas.2015.04.018","p = 0.07) ","exact",0.07
"1804","10.1016/j.jas.2015.04.018","p = 0.39),","exact",0.39
"1805","10.1016/j.jas.2015.04.018","p = 0.07) ","exact",0.07
"1806","10.1016/j.jas.2015.04.018","p = 0.39),","exact",0.39
"1807","10.1016/j.jas.2015.04.018","p = 0.07),","exact",0.07
"1808","10.1016/j.jas.2015.04.018","p = 0.39),","exact",0.39
"1809","10.1016/j.jas.2015.04.019","p = 0.028)","exact",0.028
"1810","10.1016/j.jas.2015.04.019","p < 0.001)","inequ",5e-04
"1811","10.1016/j.jas.2015.04.019","p = 0.004)","exact",0.004
"1812","10.1016/j.jas.2015.04.019","p = 0.048)","exact",0.048
"1813","10.1016/j.jas.2015.04.019","p < 0.000)","inequ",0
"1814","10.1016/j.jas.2015.04.019","p < 0.0196","inequ",0.005
"1815","10.1016/j.jas.2015.04.019","p < 0.001 ","inequ",5e-04
"1816","10.1016/j.jas.2015.04.019","p = 0.003)","exact",0.003
"1817","10.1016/j.jas.2015.04.019","p < 0.001)","inequ",5e-04
"1818","10.1016/j.jas.2015.02.018","p = 19.0 c","exact",19
"1819","10.1016/j.jas.2015.02.018","p = 18–18.","exact",18
"1820","10.1016/j.jas.2015.03.026","p = up mal","exact",NA
"1821","10.1016/j.jas.2015.03.026","p = up fem","exact",1e-05
"1822","10.1016/j.jas.2015.03.026","p = early ","exact",1e-05
"1823","10.1016/j.jas.2015.03.026","p = late u","exact",1e-05
"1824","10.1016/j.jas.2015.03.026","p = proxim","exact",NA
"1825","10.1016/j.jas.2015.03.026","p = middle","exact",1e-05
"1826","10.1016/j.jas.2015.03.026","p = distal","exact",NA
"1827","10.1016/j.jas.2015.03.026","p = early ","exact",1e-05
"1828","10.1016/j.jas.2015.03.020","p = 0.01; ","exact",0.01
"1829","10.1016/j.jas.2015.03.020","p = 38% an","exact",38
"1830","10.1016/j.jas.2015.03.020","p = 32%, r","exact",32
"1831","10.1016/j.jas.2015.04.013","p = 0.95) ","exact",0.95
"1832","10.1016/j.jas.2015.04.013","p = 0.95) ","exact",0.95
"1833","10.1016/j.jas.2015.04.004","p = .328).","exact",0.328
"1834","10.1016/j.jas.2015.04.004","p < .05). ","inequ",0.05
"1835","10.1016/j.jas.2015.04.004","p < .05) a","inequ",0.05
"1836","10.1016/j.jas.2015.04.004","p < .001).","inequ",0.001
"1837","10.1016/j.jas.2015.04.004","p < .001 )","inequ",0.001
"1838","10.1016/j.jas.2015.04.004","p < .001 )","inequ",0.001
"1839","10.1016/j.jas.2015.04.004","p < .05 ) ","inequ",0.05
"1840","10.1016/j.jas.2015.04.004","p < .001).","inequ",0.001
"1841","10.1016/j.jas.2015.04.004","p < .001),","inequ",0.001
"1842","10.1016/j.jas.2015.04.004","p < .05). ","inequ",0.05
"1843","10.1016/j.jas.2015.04.004","p < .001).","inequ",0.001
"1844","10.1016/j.jas.2015.04.009","p = net ab","exact",1e-05
"1845","10.1016/j.jas.2015.04.002","p > 0.05) ","inequ",0.05
"1846","10.1016/j.jas.2015.03.029","p < 0.05. ","inequ",0.025
"1847","10.1016/j.jas.2015.03.029","p = 0.054)","exact",0.054
"1848","10.1016/j.jas.2015.03.029","p = 0.001)","exact",0.001
"1849","10.1016/j.jas.2015.03.029","p = 0.005)","exact",0.005
"1850","10.1016/j.jas.2015.03.029","p = 0.842)","exact",0.842
"1851","10.1016/j.jas.2015.03.029","p = <0.001","inequ",5e-04
