"","doi","ps","reporting","p_value"
"389","10.1016/j.jasrep.2023.103900","p = 0.008)","exact",0.008
"390","10.1016/j.jasrep.2023.103900","p = 0.013)","exact",0.013
"391","10.1016/j.jasrep.2023.103900","p = 0.010)","exact",0.01
"392","10.1016/j.jasrep.2023.103900","p = 0.041)","exact",0.041
"393","10.1016/j.jasrep.2023.103900","p = 0.000)","exact",0
"394","10.1016/j.jasrep.2023.103900","p = 0.001,","exact",0.001
"395","10.1016/j.jasrep.2023.103900","p = 0.050)","exact",0.05
"396","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"397","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"398","10.1016/j.jasrep.2023.103900","p = 0.000,","exact",0
"399","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"400","10.1016/j.jasrep.2023.103900","p = 0.000,","exact",0
"401","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"402","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"403","10.1016/j.jasrep.2023.103900","p = 0.001)","exact",0.001
"404","10.1016/j.jasrep.2023.103900","p = 0.005,","exact",0.005
"405","10.1016/j.jasrep.2023.103900","p = 0.042)","exact",0.042
"406","10.1016/j.jasrep.2023.103900","p = 0.711,","exact",0.711
"407","10.1016/j.jasrep.2023.103900","p = 0.841)","exact",0.841
"408","10.1016/j.jasrep.2023.103900","p = 0.398,","exact",0.398
"409","10.1016/j.jasrep.2023.103900","p = 0.525)","exact",0.525
"410","10.1016/j.jasrep.2023.103900","p = 0.660,","exact",0.66
"411","10.1016/j.jasrep.2023.103900","p = 0.707)","exact",0.707
"412","10.1016/j.jasrep.2023.103900","p = 0.000)","exact",0
"413","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"414","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"415","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"416","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"417","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"418","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"419","10.1016/j.jasrep.2023.103900","p = <0.001","inequ",5e-04
"420","10.1016/j.jasrep.2023.103900","p = 0.013)","exact",0.013
"421","10.1016/j.jasrep.2023.103900","p = 0.705,","exact",0.705
"422","10.1016/j.jasrep.2023.103900","p = 0.694)","exact",0.694
"423","10.1016/j.jasrep.2023.103900","p = 0.093,","exact",0.093
"424","10.1016/j.jasrep.2023.103900","p = 0.330)","exact",0.33
"425","10.1016/j.jasrep.2023.103900","p = 0.916,","exact",0.916
"426","10.1016/j.jasrep.2023.103900","p = 0.958)","exact",0.958
"427","10.1016/j.jasrep.2023.103900","p = 0.002)","exact",0.002
"428","10.1016/j.jasrep.2023.103900","p = 0.004)","exact",0.004
"429","10.1016/j.jasrep.2023.103900","p = 0.103 ","exact",0.103
"430","10.1016/j.jasrep.2023.103900","p = 0.100,","exact",0.1
"431","10.1016/j.jasrep.2023.103913","p = 38), w","exact",38
"432","10.1016/j.jasrep.2023.103913","p = 1). no","exact",1
"433","10.1016/j.jasrep.2023.103913","p = 524). ","exact",524
"434","10.1016/j.jasrep.2023.103913","p = 49), w","exact",49
"435","10.1016/j.jasrep.2023.103913","p = 10). m","exact",10
"436","10.1016/j.jasrep.2023.103913","p = 0.132;","exact",0.132
"437","10.1016/j.jasrep.2023.103913","p = 199; 1","exact",199
"438","10.1016/j.jasrep.2023.103913","p = 3; 5.1","exact",3
"439","10.1016/j.jasrep.2023.103913","p < 0.0001","inequ",5e-05
"440","10.1016/j.jasrep.2023.103913","p < 0.0001","inequ",5e-05
"441","10.1016/j.jasrep.2023.103893","p = tip cr","exact",NA
"442","10.1016/j.jasrep.2023.103893","p = 0.7046","exact",0.7046
"443","10.1016/j.jasrep.2023.103893","p = 0.0887","exact",0.0887
"444","10.1016/j.jasrep.2023.103893","p = 0.1669","exact",0.1669
"445","10.1016/j.jasrep.2023.103893","p < 0.001)","inequ",5e-04
"446","10.1016/j.jasrep.2023.103893","p < 0.001)","inequ",5e-04
"447","10.1016/j.jasrep.2023.103893","p = 0.0114","exact",0.0114
"448","10.1016/j.jasrep.2023.103893","p = 0.6804","exact",0.6804
"449","10.1016/j.jasrep.2023.103893","p = −0.544","exact",0.544
"450","10.1016/j.jasrep.2023.103883","p = 0.49, ","exact",0.49
"451","10.1016/j.jasrep.2023.103883","p = 0.324;","exact",0.324
"452","10.1016/j.jasrep.2023.103883","p = 0.333,","exact",0.333
"453","10.1016/j.jasrep.2023.103883","p = 0.333;","exact",0.333
"454","10.1016/j.jasrep.2023.103850","p = 3.3e-0","exact",1e-05
"455","10.1016/j.jasrep.2023.103850","p = 1.1e-0","exact",1e-05
"456","10.1016/j.jasrep.2023.103850","p = 1.6e-0","exact",1e-05
"457","10.1016/j.jasrep.2023.103850","p = 0.13) ","exact",0.13
"458","10.1016/j.jasrep.2023.103850","p = 3.3e-0","exact",1e-05
"459","10.1016/j.jasrep.2023.103850","p = 0.61) ","exact",0.61
"460","10.1016/j.jasrep.2023.103850","p = 0.09) ","exact",0.09
"461","10.1016/j.jasrep.2023.103850","p = 0.12) ","exact",0.12
"462","10.1016/j.jasrep.2023.103850","p = 1.1e-0","exact",1e-05
"463","10.1016/j.jasrep.2023.103850","p = 0.61) ","exact",0.61
"464","10.1016/j.jasrep.2023.103850","p = 0.06) ","exact",0.06
"465","10.1016/j.jasrep.2023.103850","p = 0.21) ","exact",0.21
"466","10.1016/j.jasrep.2023.103850","p = 1.6e-0","exact",1e-05
"467","10.1016/j.jasrep.2023.103850","p = 0.09) ","exact",0.09
"468","10.1016/j.jasrep.2023.103850","p = 0.06) ","exact",0.06
"469","10.1016/j.jasrep.2023.103850","p = 0.83) ","exact",0.83
"470","10.1016/j.jasrep.2023.103850","p = 0.13))","exact",0.13
"471","10.1016/j.jasrep.2023.103850","p = 0.12) ","exact",0.12
"472","10.1016/j.jasrep.2023.103850","p = 0.21) ","exact",0.21
"473","10.1016/j.jasrep.2023.103850","p = 0.83) ","exact",0.83
"474","10.1016/j.jasrep.2023.103850","p= >0.003","inequ",0.003
"475","10.1016/j.jasrep.2023.103850","p= >0.003","inequ",0.003
"476","10.1016/j.jasrep.2023.103850","p= >0.003","inequ",0.003
"477","10.1016/j.jasrep.2023.103850","p= >0.003","inequ",0.003
"478","10.1016/j.jasrep.2023.103850","p= <0.003","inequ",0.003
"479","10.1016/j.jasrep.2023.103850","p= <0.003","inequ",0.003
"480","10.1016/j.jasrep.2023.103850","p= <0.003","inequ",0.003
"481","10.1016/j.jasrep.2023.103850","p = 4.2e-1","exact",1e-05
"482","10.1016/j.jasrep.2023.103850","p = 9.4e-1","exact",1e-05
"483","10.1016/j.jasrep.2023.103850","p = 7.3e-0","exact",1e-05
"484","10.1016/j.jasrep.2023.103850","p = 5.8e-0","exact",1e-05
"485","10.1016/j.jasrep.2023.103850","p = 0.43).","exact",0.43
"486","10.1016/j.jasrep.2023.103850","p = 2e-13)","exact",1e-05
"487","10.1016/j.jasrep.2023.103850","p = 3.7e-0","exact",1e-05
"488","10.1016/j.jasrep.2023.103850","p = 2.9e-0","exact",1e-05
"489","10.1016/j.jasrep.2023.103850","p = 0.002)","exact",0.002
"490","10.1016/j.jasrep.2023.103850","p = 3.3e-0","exact",1e-05
"491","10.1016/j.jasrep.2023.103850","p = 1.1e-0","exact",1e-05
"492","10.1016/j.jasrep.2023.103850","p = 1.6e-0","exact",1e-05
"493","10.1016/j.jasrep.2023.103832","p = 0.3944","exact",0.3944
"494","10.1016/j.jasrep.2023.103832","p = 0.2477","exact",0.2477
"495","10.1016/j.jasrep.2023.103832","p = 0.1903","exact",0.1903
"496","10.1016/j.jasrep.2023.103832","p = rs nc ","exact",NA
"497","10.1016/j.jasrep.2023.103832","p = drs nf","exact",NA
"498","10.1016/j.jasrep.2023.103832","p = drs ef","exact",1e-05
"499","10.1016/j.jasrep.2023.103832","p = drs × ","exact",NA
"500","10.1016/j.jasrep.2023.103832","p = drs li","exact",NA
"501","10.1016/j.jasrep.2023.103832","p = drs ra","exact",NA
"502","10.1016/j.jasrep.2023.103832","p = 0.3944","exact",0.3944
"503","10.1016/j.jasrep.2023.103832","p = 0.2477","exact",0.2477
"504","10.1016/j.jasrep.2023.103832","p = 0.1903","exact",0.1903
"505","10.1016/j.jasrep.2023.103834","p = 1 - s ","exact",1
"506","10.1016/j.jasrep.2023.103834","p < α (whe","inequ",1e-05
"507","10.1016/j.jasrep.2023.103834","p < α. we ","inequ",1e-05
"508","10.1016/j.jasrep.2023.103834","p = 0.192 ","exact",0.192
"509","10.1016/j.jasrep.2023.103834","p < α firs","inequ",NA
"510","10.1016/j.jasrep.2023.103834","p < α in a","inequ",NA
"511","10.1016/j.jasrep.2023.103831","p = 0.001)","exact",0.001
"512","10.1016/j.jasrep.2023.103831","p = 0.069)","exact",0.069
"513","10.1016/j.jasrep.2023.103836","p = ( δ 13","exact",13
"514","10.1016/j.jasrep.2023.103836","p = 0.72 w","exact",0.72
"515","10.1016/j.jasrep.2023.103836","p = 0.60 ±","exact",0.6
"516","10.1016/j.jasrep.2022.103734","p = perman","exact",1e-05
"517","10.1016/j.jasrep.2022.103734","p = premol","exact",1e-05
"518","10.1016/j.jasrep.2022.103773","p < 0.01) ","inequ",0.005
"519","10.1016/j.jasrep.2022.103773","p = 0.001;","exact",0.001
"520","10.1016/j.jasrep.2022.103773","p = 0.003)","exact",0.003
"521","10.1016/j.jasrep.2022.103773","p = 0.009)","exact",0.009
"522","10.1016/j.jasrep.2022.103773","p = 0.001)","exact",0.001
"523","10.1016/j.jasrep.2022.103773","p = 0.001)","exact",0.001
"524","10.1016/j.jasrep.2022.103773","p = 0.023)","exact",0.023
"525","10.1016/j.jasrep.2022.103773","p = 0.040)","exact",0.04
"526","10.1016/j.jasrep.2022.103814","p > mg > n","inequ",NA
"527","10.1016/j.jasrep.2022.103816","p = 0.156)","exact",0.156
"528","10.1016/j.jasrep.2022.103816","p = 0.2364","exact",0.2364
"529","10.1016/j.jasrep.2022.103816","p = 0.66).","exact",0.66
"530","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"531","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"532","10.1016/j.jasrep.2022.103776","p < 0.05).","inequ",0.025
"533","10.1016/j.jasrep.2022.103776","p > 0.05).","inequ",0.05
"534","10.1016/j.jasrep.2022.103776","p < 0.05).","inequ",0.025
"535","10.1016/j.jasrep.2022.103776","p > 0.05).","inequ",0.05
"536","10.1016/j.jasrep.2022.103776","p > 0.70 w","inequ",0.7
"537","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"538","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"539","10.1016/j.jasrep.2022.103776","p > 0.05) ","inequ",0.05
"540","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"541","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"542","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"543","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"544","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"545","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"546","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"547","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"548","10.1016/j.jasrep.2022.103776","p > 0.7 wa","inequ",0.7
"549","10.1016/j.jasrep.2022.103776","p = 0.88, ","exact",0.88
"550","10.1016/j.jasrep.2022.103776","p < 0.001)","inequ",5e-04
"551","10.1016/j.jasrep.2022.103776","p = 0.96, ","exact",0.96
"552","10.1016/j.jasrep.2022.103776","p < 0.001)","inequ",5e-04
"553","10.1016/j.jasrep.2022.103776","p = 0.95, ","exact",0.95
"554","10.1016/j.jasrep.2022.103776","p < 0.001)","inequ",5e-04
"555","10.1016/j.jasrep.2022.103776","p = 0.78, ","exact",0.78
"556","10.1016/j.jasrep.2022.103776","p < 0.001)","inequ",5e-04
"557","10.1016/j.jasrep.2022.103776","p = 0.73, ","exact",0.73
"558","10.1016/j.jasrep.2022.103776","p < 0.001)","inequ",5e-04
"559","10.1016/j.jasrep.2022.103776","p = 0.73 t","exact",0.73
"560","10.1016/j.jasrep.2022.103776","p < 0.001)","inequ",5e-04
"561","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"562","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"563","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"564","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"565","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"566","10.1016/j.jasrep.2022.103776","p < 0.05) ","inequ",0.025
"567","10.1016/j.jasrep.2022.103819","p = 0.04),","exact",0.04
"568","10.1016/j.jasrep.2022.103819","p = 0.02),","exact",0.02
"569","10.1016/j.jasrep.2022.103819","p = 0.01).","exact",0.01
"570","10.1016/j.jasrep.2022.103819","p = 0.04).","exact",0.04
"571","10.1016/j.jasrep.2022.103819","p = 0.005)","exact",0.005
"572","10.1016/j.jasrep.2022.103819","p < 0.0001","inequ",5e-05
"573","10.1016/j.jasrep.2022.103819","p = 0.01).","exact",0.01
"574","10.1016/j.jasrep.2022.103819","p < 0.0001","inequ",5e-05
"575","10.1016/j.jasrep.2022.103819","p < 0.0001","inequ",5e-05
"576","10.1016/j.jasrep.2022.103819","p < 0.0001","inequ",5e-05
"577","10.1016/j.jasrep.2022.103819","p = 0.04) ","exact",0.04
"578","10.1016/j.jasrep.2022.103791","p= papill","exact",NA
"579","10.1016/j.jasrep.2022.103795","p = pools;","exact",NA
"580","10.1016/j.jasrep.2022.103795","p= (initi","exact",NA
"581","10.1016/j.jasrep.2022.103739","p = number","exact",1e-05
"582","10.1016/j.jasrep.2022.103739","p = 12,873","exact",12873
"583","10.1016/j.jasrep.2022.103714","p = 1; cal","exact",1
"584","10.1016/j.jasrep.2022.103714","p = 0.86) ","exact",0.86
"585","10.1016/j.jasrep.2022.103714","p = 0.98).","exact",0.98
"586","10.1016/j.jasrep.2022.103714","p < 0.05 w","inequ",0.025
"587","10.1016/j.jasrep.2022.103714","p < 0.05 w","inequ",0.025
"588","10.1016/j.jasrep.2022.103714","p = 0.01),","exact",0.01
"589","10.1016/j.jasrep.2022.103714","p = 0.05),","exact",0.05
"590","10.1016/j.jasrep.2022.103714","p = 0.03).","exact",0.03
"591","10.1016/j.jasrep.2022.103714","p = 0.18) ","exact",0.18
"592","10.1016/j.jasrep.2022.103714","p = 0.45);","exact",0.45
"593","10.1016/j.jasrep.2022.103714","p = 0.86);","exact",0.86
"594","10.1016/j.jasrep.2022.103714","p = 0.99);","exact",0.99
"595","10.1016/j.jasrep.2022.103714","p = 0.12);","exact",0.12
"596","10.1016/j.jasrep.2022.103714","p = 0.68);","exact",0.68
"597","10.1016/j.jasrep.2022.103714","p = 0.81)]","exact",0.81
"598","10.1016/j.jasrep.2022.103714","p = 0.06) ","exact",0.06
"599","10.1016/j.jasrep.2022.103714","p < 0.005)","inequ",0.005
"600","10.1016/j.jasrep.2022.103714","p = 0.25) ","exact",0.25
"601","10.1016/j.jasrep.2022.103714","p = 0.21).","exact",0.21
"602","10.1016/j.jasrep.2022.103790","p > 0.05).","inequ",0.05
"603","10.1016/j.jasrep.2022.103790","p > 0.05).","inequ",0.05
"604","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"605","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"606","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"607","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"608","10.1016/j.jasrep.2022.103790","p < 0.01).","inequ",0.005
"609","10.1016/j.jasrep.2022.103790","p < 0.01 f","inequ",0.005
"610","10.1016/j.jasrep.2022.103790","p < 0.01 f","inequ",0.005
"611","10.1016/j.jasrep.2022.103790","p < 0.01 f","inequ",0.005
"612","10.1016/j.jasrep.2022.103790","p > 0.05) ","inequ",0.05
"613","10.1016/j.jasrep.2022.103790","p > 0.05).","inequ",0.05
"614","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"615","10.1016/j.jasrep.2022.103790","p < 0.01) ","inequ",0.005
"616","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"617","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"618","10.1016/j.jasrep.2022.103790","p < 0.05),","inequ",0.025
"619","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"620","10.1016/j.jasrep.2022.103790","p < 0.01) ","inequ",0.005
"621","10.1016/j.jasrep.2022.103790","p < 0.01).","inequ",0.005
"622","10.1016/j.jasrep.2022.103790","p > 0.05).","inequ",0.05
"623","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"624","10.1016/j.jasrep.2022.103790","p < 0.01),","inequ",0.005
"625","10.1016/j.jasrep.2022.103790","p < 0.01) ","inequ",0.005
"626","10.1016/j.jasrep.2022.103790","p < 0.01) ","inequ",0.005
"627","10.1016/j.jasrep.2022.103782","p = 0.640)","exact",0.64
"628","10.1016/j.jasrep.2022.103782","p = 0.2714","exact",0.2714
"629","10.1016/j.jasrep.2022.103782","p = 0.0606","exact",0.0606
"630","10.1016/j.jasrep.2022.103782","p = 0.0476","exact",0.0476
"631","10.1016/j.jasrep.2022.103804","p = ( m s ","exact",NA
"632","10.1016/j.jasrep.2022.103708","p < 0.0001","inequ",5e-05
"633","10.1016/j.jasrep.2022.103708","p < 0.0001","inequ",5e-05
"634","10.1016/j.jasrep.2022.103708","p = 0.17),","exact",0.17
"635","10.1016/j.jasrep.2022.103708","p = 2e−16;","exact",1e-05
"636","10.1016/j.jasrep.2022.103729","p = east p","exact",1e-05
"637","10.1016/j.jasrep.2022.103729","p = west p","exact",1e-05
"638","10.1016/j.jasrep.2022.103766","p < 0.001)","inequ",5e-04
"639","10.1016/j.jasrep.2022.103766","p < 0.001)","inequ",5e-04
"640","10.1016/j.jasrep.2022.103779","p = partia","exact",NA
"641","10.1016/j.jasrep.2022.103775","p = 0.001)","exact",0.001
"642","10.1016/j.jasrep.2022.103775","p < 0.0000","inequ",0
"643","10.1016/j.jasrep.2022.103744","p = base p","exact",1e-05
"644","10.1016/j.jasrep.2022.103759","p = μ 1 - ","exact",1
"645","10.1016/j.jasrep.2022.103759","p = 0 by p","exact",0
"646","10.1016/j.jasrep.2022.103759","p = 1 by p","exact",1
"647","10.1016/j.jasrep.2022.103759","p = 0.3943","exact",0.3943
"648","10.1016/j.jasrep.2022.103759","p = 0.2355","exact",0.2355
"649","10.1016/j.jasrep.2022.103759","p = 0.3089","exact",0.3089
"650","10.1016/j.jasrep.2022.103759","p = 0.9646","exact",0.9646
"651","10.1016/j.jasrep.2022.103759","p = 0.0178","exact",0.0178
"652","10.1016/j.jasrep.2022.103759","p = 0.0003","exact",3e-04
"653","10.1016/j.jasrep.2022.103759","p = 0.155)","exact",0.155
"654","10.1016/j.jasrep.2022.103759","p = 0.033)","exact",0.033
"655","10.1016/j.jasrep.2022.103738","p = 0.007 ","exact",0.007
"656","10.1016/j.jasrep.2022.103738","p = 0.012)","exact",0.012
"657","10.1016/j.jasrep.2022.103738","p < 0.001]","inequ",5e-04
"658","10.1016/j.jasrep.2022.103738","p < 0.001]","inequ",5e-04
"659","10.1016/j.jasrep.2022.103738","p = 0.214.","exact",0.214
"660","10.1016/j.jasrep.2022.103738","p = 0.137,","exact",0.137
"661","10.1016/j.jasrep.2022.103733","p = zaedyu","exact",1e-05
"662","10.1016/j.jasrep.2022.103733","p = ctenom","exact",1e-05
"663","10.1016/j.jasrep.2022.103733","p = dolich","exact",NA
"664","10.1016/j.jasrep.2022.103728","p = 475) a","exact",475
"665","10.1016/j.jasrep.2022.103728","p = 214), ","exact",214
"666","10.1016/j.jasrep.2022.103728","p = 236) a","exact",236
"667","10.1016/j.jasrep.2022.103728","p = 25). i","exact",25
"668","10.1016/j.jasrep.2022.103728","p = 94), p","exact",94
"669","10.1016/j.jasrep.2022.103728","p = 71) an","exact",71
"670","10.1016/j.jasrep.2022.103728","p = 24) an","exact",24
"671","10.1016/j.jasrep.2022.103728","p = 81). r","exact",81
"672","10.1016/j.jasrep.2022.103728","p = 155) m","exact",155
"673","10.1016/j.jasrep.2022.103732","p < 0.05) ","inequ",0.025
"674","10.1016/j.jasrep.2022.103732","p < 0.05) ","inequ",0.025
"675","10.1016/j.jasrep.2022.103732","p < 0.05 f","inequ",0.025
"676","10.1016/j.jasrep.2022.103732","p < 0.05 f","inequ",0.025
"677","10.1016/j.jasrep.2022.103732","p < 0.05 f","inequ",0.025
"678","10.1016/j.jasrep.2022.103732","p < 0.05 f","inequ",0.025
"679","10.1016/j.jasrep.2022.103671","p = 0.48),","exact",0.48
"680","10.1016/j.jasrep.2022.103671","p = 0.07) ","exact",0.07
"681","10.1016/j.jasrep.2022.103671","p = 0.33).","exact",0.33
"682","10.1016/j.jasrep.2022.103671","p = 0.87).","exact",0.87
"683","10.1016/j.jasrep.2022.103671","p = 0.43).","exact",0.43
"684","10.1016/j.jasrep.2022.103671","p = 0.01; ","exact",0.01
"685","10.1016/j.jasrep.2022.103671","p = 0.00) ","exact",0
"686","10.1016/j.jasrep.2022.103671","p = 0.35) ","exact",0.35
"687","10.1016/j.jasrep.2022.103671","p = 0.71) ","exact",0.71
"688","10.1016/j.jasrep.2022.103671","p = 0.33),","exact",0.33
"689","10.1016/j.jasrep.2022.103671","p = 0.33) ","exact",0.33
"690","10.1016/j.jasrep.2022.103671","p = 0.56) ","exact",0.56
"691","10.1016/j.jasrep.2022.103671","p = 0.01) ","exact",0.01
"692","10.1016/j.jasrep.2022.103671","p = 0.01).","exact",0.01
"693","10.1016/j.jasrep.2022.103671","p = 0.83) ","exact",0.83
"694","10.1016/j.jasrep.2022.103717","p = 1108) ","exact",1108
"695","10.1016/j.jasrep.2022.103717","p = 298, f","exact",298
"696","10.1016/j.jasrep.2022.103717","p = 991) f","exact",991
"697","10.1016/j.jasrep.2022.103717","p = 1040).","exact",1040
"698","10.1016/j.jasrep.2022.103695","p= <0.001","inequ",5e-04
"699","10.1016/j.jasrep.2022.103695","p = 0.004 ","exact",0.004
"700","10.1016/j.jasrep.2022.103695","p = 0.023)","exact",0.023
"701","10.1016/j.jasrep.2022.103695","p = 0.305)","exact",0.305
"702","10.1016/j.jasrep.2022.103695","p = 0.005 ","exact",0.005
"703","10.1016/j.jasrep.2022.103695","p = <0.001","inequ",5e-04
"704","10.1016/j.jasrep.2022.103707","p < 0.05 a","inequ",0.025
"705","10.1016/j.jasrep.2022.103707","p = 0.40).","exact",0.4
"706","10.1016/j.jasrep.2022.103707","p = 0.45).","exact",0.45
"707","10.1016/j.jasrep.2022.103707","p = 0.08).","exact",0.08
"708","10.1016/j.jasrep.2022.103707","p = 0.066,","exact",0.066
"709","10.1016/j.jasrep.2022.103707","p < 0.0001","inequ",5e-05
"710","10.1016/j.jasrep.2022.103707","p = 0.004,","exact",0.004
"711","10.1016/j.jasrep.2022.103707","p = 0.051,","exact",0.051
"712","10.1016/j.jasrep.2022.103707","p = 0.05, ","exact",0.05
"713","10.1016/j.jasrep.2022.103707","p = 0.04; ","exact",0.04
"714","10.1016/j.jasrep.2022.103707","p < 0.0001","inequ",5e-05
"715","10.1016/j.jasrep.2022.103723","p > n), to","inequ",NA
